Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,View,Price
1645,2340,4,2,1,1966,3,3,1,0,568000
1646,2180,3,2,1,1961,2,3,1,0,325000
1647,2780,3,2,2,2009,2,2,0,0,825500
1648,2620,4,3,2,2013,1,2,0,0,499431
1649,3760,4,4,2,2014,2,2,1,0,919204
1650,2720,4,2,2,2012,2,2,0,0,545000
1651,2675,3,2,2,1984,3,2,0,0,660000
1652,2080,5,3,2,1987,3,2,0,0,538888
1653,2460,3,2,2,1996,3,2,0,0,693000
1654,1960,3,2,2,2004,1,2,0,0,289950
1655,2550,4,2,2,1992,3,2,0,0,587000
1656,1760,3,2,3,2014,2,2,0,0,615000
1657,1620,3,2,1,1974,2,3,1,0,459000
1658,1790,3,2,1,1960,0,2,1,0,243000
1659,3480,4,4,2,1926,2,2,1,0,1505000
1660,2780,4,2,2,1978,3,3,0,0,660000
1661,3640,5,3,2,1982,3,2,1,3,1595000
1662,750,1,1,1,1918,2,2,0,0,250000
1663,960,3,1,1,1952,2,2,0,0,315000
1664,2030,3,2,1,1963,2,2,1,0,404000
1665,2930,3,3,1,2004,3,2,1,0,559900
1666,1380,2,2,2,2011,2,2,1,0,285000
1667,1720,3,2,1,1941,2,4,1,2,500000
1668,1210,2,1,1,1950,2,2,1,0,380000
1669,950,3,1,2,1948,2,4,0,0,469000
1670,1710,2,2,2,1920,2,2,1,0,405000
1671,1410,2,2,2,1909,3,4,0,0,439900
1672,2910,4,2,2,2006,1,2,0,2,525000
1673,2220,4,2,2,1988,2,2,0,0,580000
1674,3160,5,3,2,1972,3,4,0,0,1250000
1675,1380,3,2,1,2008,1,2,0,0,275000
1676,1760,3,2,1,1920,2,4,1,0,629000
1677,730,1,1,1,1911,2,2,0,0,395000
1678,2460,4,2,2,1938,2,4,1,0,965000
1679,2160,3,2,1,1960,2,3,1,0,820000
1680,1990,4,2,2,1932,2,3,1,2,661000
1681,3740,3,3,2,1991,2,2,0,2,789000
1682,2710,4,2,2,1999,3,2,0,0,668500
1683,2680,3,2,2,1990,0,2,0,0,350000
1684,1850,4,2,1,1978,0,3,1,0,250000
1685,3190,4,2,2,2001,2,2,0,2,725995
1686,2730,3,2,2,1998,3,2,0,0,1000000
1687,1840,3,2,2,1961,2,4,0,0,686000
1688,2720,4,2,2,1987,3,2,0,0,665000
1689,4370,4,4,2,2003,3,2,1,1,1965221
1690,2290,3,2,2,2006,2,2,0,0,653000
1691,990,2,1,1,1947,2,2,0,0,430000
1692,1140,2,2,2,1988,2,2,0,0,305000
1693,1840,4,2,2,1917,2,3,0,0,809000
1694,1110,2,1,1,1947,2,4,1,0,440150
1695,2150,4,2,2,1985,3,3,0,0,615000
1696,2230,3,2,2,2003,2,2,0,0,1035000
1697,1170,2,1,1,1941,2,3,1,0,455000
1698,1960,3,2,1,1940,2,3,1,0,635000
1699,2610,3,2,2,1988,3,2,0,0,675000
1700,2130,3,2,1,1987,0,2,1,0,316000
1701,3020,3,2,2,1969,3,2,1,0,955000
1702,1670,3,2,2,1912,2,4,0,0,985000
1703,1890,3,2,1,1965,2,2,1,0,465500
1704,950,3,1,1,1950,1,2,0,0,305000
1705,2430,4,2,1,1963,3,4,1,0,645000
1706,2360,4,2,1,1939,2,4,1,0,730000
1707,1510,3,2,1,1967,2,2,0,0,366000
1708,2080,3,2,2,2002,0,2,0,0,290000
1709,1750,3,2,1,1982,3,2,1,0,472500
1710,1810,3,2,2,1925,2,2,0,0,550000
1711,1790,4,2,1,1969,2,3,1,0,410000
1712,2340,4,3,1,1967,2,2,1,0,440000
1713,1690,3,2,2,1984,2,2,0,0,535000
1714,2070,4,2,2,2003,0,2,0,0,300000
1715,2240,3,2,2,2002,2,2,0,0,432500
1716,4500,4,3,2,1980,3,2,1,2,870000
1717,2770,3,2,1,1978,2,3,1,0,492000
1718,1010,3,1,1,1969,0,2,0,0,199950
1719,1120,3,2,1,1956,3,4,0,0,439800
1720,3020,5,2,1,1978,0,3,1,0,320000
1721,4400,4,3,2,1993,1,3,0,0,687000
1722,1990,3,2,1,1963,2,2,1,1,345000
1723,1450,3,1,1,1958,0,2,1,0,274950
1724,1920,4,2,2,1998,0,2,0,0,270000
1725,1175,2,2,2,2005,2,2,1,0,342000
1726,1320,3,2,1,1970,1,2,0,0,327000
1727,3990,5,2,1,1962,2,3,1,0,610000
1728,1140,2,1,1,1947,2,2,1,0,455000
1729,1720,4,2,2,1925,2,3,1,0,540000
1730,2150,4,3,1,1976,3,4,1,0,411000
1731,1790,3,2,2,1910,2,2,0,1,544000
1732,2210,2,2,1,2003,3,2,0,0,802000
1733,2180,3,3,1,1981,3,3,1,0,568500
1734,1410,3,2,2,2004,2,2,1,0,391000
1735,1950,3,2,2,2010,1,2,0,0,298000
1736,1495,3,2,3,2006,2,2,1,0,400000
1737,1660,3,2,1,1979,2,2,1,0,425000
1738,1950,3,2,2,1990,0,3,0,0,328500
1739,2550,5,3,2,1902,2,4,0,0,650000
1740,1370,3,2,1,1911,2,4,1,0,850000
1741,2200,4,2,2,1908,2,4,1,0,930000
1742,1250,3,2,2,1942,2,4,0,0,530000
1743,2220,4,2,1,1961,3,3,1,0,495000
1744,1620,3,2,1,1945,2,4,1,0,500000
1745,2250,3,2,1,1980,0,2,0,0,325000
1746,1720,3,2,2,1990,0,3,0,0,365000
1747,3030,4,2,2,1998,1,2,1,0,471000
1748,1030,3,1,1,1961,0,2,0,0,223000
1749,2190,3,2,2,1999,2,2,0,0,503000
1750,1440,3,2,1,1942,1,3,1,0,230000
1751,2170,4,2,1,1980,3,2,1,0,550000
1752,2930,4,4,2,1925,2,4,1,0,1100000
1753,1180,3,2,1,1960,1,2,0,0,193000
1754,2360,4,4,2,1939,0,3,0,0,590000
1755,1660,3,2,1,1956,3,3,0,0,712500
1756,2390,3,3,1,1942,2,4,1,0,689800
1757,1360,3,2,2,1924,2,3,1,0,430000
1758,1840,3,2,2,1910,2,4,1,0,785200
1759,1800,3,2,1,1976,3,3,0,0,474900
1760,4130,4,4,2,2001,3,2,0,0,1070000
1761,2220,3,2,1,1988,2,2,1,0,435000
1762,3490,5,4,2,1980,1,2,1,4,941500
1763,1830,4,2,2,2003,1,2,0,0,312000
1764,1550,4,3,2,1930,2,2,0,0,835000
1765,2050,3,2,1,1951,3,3,0,0,713250
1766,1230,2,1,1,1906,2,2,1,0,440000
1767,3150,4,2,2,2014,1,2,0,0,580135
1768,3800,3,2,1,1976,0,3,1,0,575000
1769,1350,3,2,2,1991,2,2,0,0,613000
1770,1530,3,2,1,1970,1,3,0,0,235000
1771,2290,3,2,3,1953,2,3,0,0,660000
1772,1480,2,2,1,1940,2,3,0,0,280000
1773,1970,3,2,1,1966,0,3,0,0,268000
1774,720,2,1,1,1947,2,3,0,0,235000
1775,1080,3,2,1,1947,2,4,0,0,390000
1776,2790,4,2,2,1987,3,2,0,0,654950
1777,2040,5,3,1,1969,2,3,1,0,449500
1778,1320,3,1,1,1959,0,2,0,0,150000
1779,1680,3,2,2,1989,1,3,0,0,440000
1780,2140,3,2,1,1928,2,3,1,0,710000
1781,1660,3,2,1,1981,2,2,1,0,420000
1782,1540,3,2,1,1954,2,4,1,0,312000
1783,1880,3,2,1,1952,1,4,1,0,320000
1784,1250,3,1,1,1959,1,3,0,0,235000
1785,2120,5,2,2,1913,2,2,0,0,437000
1786,1810,3,2,2,1903,2,3,0,0,545000
1787,2370,3,2,2,1993,3,2,0,0,640000
1788,1970,3,2,2,2003,2,3,0,0,432000
1789,2110,3,2,2,2001,3,2,0,0,548000
1790,2080,3,3,2,2004,2,2,0,0,830000
1791,3720,4,2,1,1970,3,4,1,2,875000
1792,1370,2,2,1,1944,2,4,0,0,409950
1793,2961,4,2,2,1998,3,2,0,0,695000
1794,2090,3,2,2,1983,3,2,0,0,562100
1795,2600,3,2,2,1989,1,2,0,0,475000
1796,1870,3,2,1,1978,2,2,1,0,425000
1797,2620,4,2,2,1987,2,2,0,0,600000
1798,2430,3,2,2,1987,2,2,0,0,770000
1799,1340,3,2,1,1968,0,3,0,0,239000
1800,1170,2,1,1,1963,1,2,0,0,295000
1801,2000,3,2,1,1963,2,4,1,0,560000
1802,2070,5,2,1,1967,3,3,1,0,613000
1803,4590,4,3,2,1981,2,2,1,0,960000
1804,2550,5,1,2,1905,2,3,0,0,847000
1805,1060,3,1,1,1962,0,3,0,0,206000
1806,1220,2,2,1,1921,1,4,1,0,253000
1807,1790,4,2,1,1973,2,3,1,0,430000
1808,2060,3,2,1,1947,2,3,1,0,605000
1809,1140,2,2,3,2007,2,2,0,0,425000
1810,2870,4,2,2,1986,2,3,0,0,720000
1811,2550,6,2,1,1958,0,3,1,0,375900
1812,2790,4,4,2,1985,3,4,0,0,1298000
1813,1110,3,1,1,1962,2,2,0,0,210000
1814,940,2,1,1,1952,0,3,0,0,234000
1815,2880,3,2,1,1958,0,2,1,0,285000
1816,1200,3,2,1,1962,3,3,0,0,400000
1817,1030,3,1,1,1952,2,4,0,0,718000
1818,1240,2,2,2,1986,0,2,0,0,174500
1819,1200,3,2,1,1995,0,2,0,0,222400
1820,2780,3,3,2,2009,1,2,0,0,402500
1821,1765,3,2,2,1996,0,2,0,0,250000
1822,1960,4,2,1,1958,1,3,1,1,600000
1823,2680,2,2,1,2006,3,2,0,0,930000
1824,1410,3,2,1,1983,1,3,0,0,272500
1825,2240,4,2,2,2014,1,2,0,0,363990
1826,3120,4,3,2,2010,2,2,0,0,575000
1827,1450,3,2,2,2009,1,2,0,0,400000
1828,2340,3,3,2,2013,1,2,0,0,427874
1829,2481,5,3,2,2014,0,2,0,0,309000
1830,1530,3,3,2,2013,2,2,1,0,320000
1831,1250,3,2,1,1942,2,4,0,0,390000
1832,560,1,1,1,1967,1,2,0,0,299000
1833,2200,4,2,1,1955,2,4,1,0,375000
1834,1460,3,2,1,1997,2,2,1,0,240500
1835,1650,3,2,1,1978,1,4,1,0,320000
1836,3200,5,2,1,1952,3,2,1,0,1270000
1837,2560,3,2,2,1986,2,2,0,0,658588
1838,2080,3,2,2,2003,0,2,1,0,270000
1839,1070,3,1,1,1989,2,2,0,0,327500
1840,2190,3,2,2,1978,0,3,0,0,340000
1841,2060,3,2,2,1903,1,2,0,0,200000
1842,2640,3,2,1,1960,3,3,1,3,1025000
1843,1720,3,2,1,1983,0,2,1,0,275000
1844,3880,5,4,2,1979,3,3,1,3,1126000
1845,960,2,1,1,1942,2,2,0,0,280000
1846,2340,3,2,1,1985,1,2,0,0,485000
1847,2660,3,2,2,1992,3,2,0,2,1901000
1848,2090,3,2,2,1947,2,2,1,0,865000
1849,1820,3,2,2,1993,2,2,0,0,532000
1850,2310,4,2,2,1978,1,2,0,0,364950
1851,920,3,1,1,1977,0,3,0,0,212500
1852,790,1,1,1,1942,2,2,0,0,135000
1853,1500,2,2,1,1942,2,3,1,0,437000
1854,1240,3,1,1,1952,2,3,0,0,390000
1855,2730,4,2,2,1986,3,2,0,0,760000
1856,1170,3,1,1,1980,1,1,0,0,119500
1857,3410,5,3,2,1912,2,2,1,3,2400000
1858,2700,4,2,2,1994,2,3,0,0,837500
1859,1650,4,2,1,1968,1,2,0,0,327500
1860,670,2,1,1,1919,2,2,0,0,175000
1861,1670,3,2,1,1992,0,2,0,0,289950
1862,1530,3,2,1,1986,1,2,0,0,400000
1863,1500,3,2,1,1984,0,2,1,0,219950
1864,1720,4,2,1,1974,0,2,1,0,161700
1865,2920,5,3,2,2003,1,2,0,0,500000
1866,910,3,1,1,1948,2,2,0,0,465000
1867,1050,3,1,1,1925,2,3,0,0,540000
1868,1540,3,2,1,2004,2,2,0,0,525000
1869,1210,3,1,1,1949,1,2,0,0,324950
1870,2650,5,2,1,1961,3,2,1,0,565000
1871,1990,3,2,1,1912,2,4,1,0,760500
1872,2660,5,3,1,1969,3,4,1,4,1100000
1873,4060,4,2,1,1977,1,2,1,4,603500
1874,2300,5,2,1,1967,1,4,1,0,453500
1875,2630,6,3,1,1974,3,3,1,0,583000
1876,770,2,1,1,1948,1,4,0,0,275000
1877,3790,4,3,2,1999,3,2,0,0,875000
1878,2540,4,3,1,1979,1,3,1,0,335000
1879,2500,4,2,1,1978,3,3,1,0,646000
1880,2150,4,2,2,2005,1,2,0,0,392500
1881,1670,3,2,1,1961,3,4,0,0,785000
1882,1800,3,2,1,1956,2,2,0,0,470000
1883,2070,3,2,2,1996,3,2,0,0,560000
1884,830,2,1,1,1920,2,3,0,0,519000
1885,2370,3,2,1,1973,3,3,1,0,746000
1886,1010,3,1,1,1959,2,2,0,0,317000
1887,1420,3,2,1,1959,2,2,0,0,371000
1888,2120,4,2,2,1960,0,3,0,0,250000
1889,2020,4,2,1,1979,3,3,1,0,532000
1890,1520,3,2,2,2007,2,2,1,0,499950
1891,820,2,1,1,1922,2,3,0,0,375000
1892,1690,3,2,2,2007,2,2,0,0,640000
1893,2260,3,2,1,1986,1,2,1,0,400000
1894,1830,3,2,1,1986,3,3,1,0,572000
1895,1350,3,2,1,1995,1,2,1,0,310000
1896,3280,5,4,2,2003,2,2,1,0,989000
1897,2770,4,2,2,1989,3,3,0,0,685000
1898,2770,4,2,2,1987,3,3,0,0,907500
1899,2460,4,2,2,2003,1,2,0,0,427500
1900,4720,3,3,2,1998,1,2,1,2,860000
1901,1250,2,1,1,1947,2,3,0,0,365000
1902,1710,3,2,2,1988,0,3,0,0,250500
1903,1840,3,2,1,1952,2,4,1,0,411715
1904,2000,4,2,2,1999,1,2,0,0,415000
1905,650,1,1,1,1967,0,3,0,0,129000
1906,1020,3,2,1,1930,2,2,1,0,489000
1907,1500,2,1,1,1950,0,2,0,0,170000
1908,2060,3,2,2,2007,2,2,0,0,418500
1909,1810,3,2,1,1983,0,2,1,0,261000
1910,3810,6,4,1,1969,1,4,0,4,2005000
1911,1650,2,2,1,1947,2,3,1,0,355000
1912,1540,3,3,3,2011,2,2,0,0,742000
1913,2080,3,2,1,1959,2,2,1,0,399950
1914,2430,3,2,2,1989,2,2,1,0,791000
1915,1750,5,2,1,1943,1,3,0,0,190000
1916,1770,3,2,1,1968,0,3,0,0,229500
1917,1710,3,2,2,2005,3,2,1,0,539000
1918,2740,4,2,2,1991,2,2,0,0,549000
1919,2730,5,2,1,1958,1,4,1,0,545000
1920,2437,3,2,2,2011,0,2,0,0,285000
1921,3290,4,2,2,2008,2,2,0,0,648000
1922,2910,4,4,2,2012,2,2,0,0,610000
1923,1630,3,2,1,2006,2,2,0,0,767450
1924,4410,4,3,2,2006,2,2,1,0,765000
1925,1780,3,2,3,2006,2,2,1,0,586500
1926,1540,3,3,2,2011,2,2,0,0,520000
1927,1420,3,2,3,2006,2,2,0,0,455000
1928,2680,3,2,1,1979,2,3,1,0,653000
1929,1750,3,2,1,1961,0,2,1,0,279950
1930,2170,3,2,2,2003,1,2,0,0,449950
1931,2390,3,3,1,1977,3,4,1,0,565000
1932,2400,4,2,2,1929,2,3,1,0,620000
1933,1690,3,1,1,1967,2,2,1,0,269000
1934,3250,3,4,2,2001,2,2,1,0,875000
1935,4610,4,4,1,1980,2,3,1,0,630000
1936,2440,4,3,2,1957,0,3,0,1,425000
1937,1290,3,2,1,1916,2,4,0,0,647500
1938,2000,4,1,2,1916,2,2,1,0,450000
1939,1050,3,1,1,1900,2,2,0,0,440000
1940,2340,4,2,2,2008,2,2,0,0,445000
1941,2210,4,2,2,1968,3,3,0,0,530000
1942,2920,5,2,2,1906,2,2,1,0,875000
1943,3150,3,3,2,1990,3,3,1,0,685000
1944,3590,3,4,2,1999,3,2,0,0,798000
1945,1910,4,2,2,2005,1,2,0,0,297500
1946,3110,4,3,2,1983,3,3,0,0,749950
1947,2440,5,3,1,2006,2,2,1,0,495000
1948,1330,4,2,2,1962,3,2,0,0,540000
1949,1460,3,2,1,1961,2,3,0,0,395000
1950,3902,6,4,3,1977,2,3,1,4,1300000
1951,5180,5,5,2,2001,2,2,1,2,1075000
1952,1150,2,2,2,2004,0,2,0,0,214100
1953,1920,4,2,1,1959,0,2,1,0,210000
1954,2520,3,2,2,1988,1,2,0,0,499500
1955,970,2,1,1,1924,2,2,0,0,546000
1956,2490,5,2,1,1989,0,3,1,0,292000
1957,1680,3,2,1,1993,1,2,0,0,289000
1958,1150,3,1,1,1957,2,3,0,0,240000
1959,1980,4,3,1,1983,1,3,1,0,395000
1960,2070,4,2,1,1967,3,3,1,0,795000
1961,5660,4,4,2,2001,1,2,1,0,955000
1962,2420,4,3,1,1977,3,2,1,0,725000
1963,2610,4,2,2,2009,0,2,0,0,335000
1964,2810,4,4,2,1994,1,3,1,2,492000
1965,1510,3,2,1,1976,3,1,1,0,250000
1966,1910,3,2,1,1959,2,2,1,0,700000
1967,1700,3,2,2,1931,1,4,0,0,545000
1968,2020,4,3,1,1976,3,3,1,0,555000
1969,2340,3,2,1,1917,2,4,1,0,640000
1970,1463,3,2,3,2003,2,2,0,0,390000
1971,1430,3,1,1,1945,2,2,1,0,466500
1972,1180,3,2,1,1981,3,2,1,0,372500
1973,4400,5,4,2,2003,3,2,1,0,1800000
1974,1610,3,2,2,1994,0,2,0,0,255000
1975,1480,3,2,2,1996,2,2,0,0,466800
1976,2670,3,2,2,1987,3,2,0,0,749000
1977,1830,4,2,2,1990,3,2,1,0,610000
1978,920,2,1,1,1914,2,3,0,0,356000
1979,1150,3,1,1,1908,0,3,0,0,165000
1980,1190,2,1,1,1941,2,2,1,0,229000
1981,4160,4,3,2,1973,2,2,1,0,530000
1982,2370,3,2,2,2001,1,2,0,0,499950
1983,1660,4,2,2,1926,2,2,0,0,619000
1984,1480,3,2,1,1968,2,3,0,0,547000
1985,2390,4,2,2,1999,0,2,0,0,359800
1986,1690,3,4,2,2008,2,2,1,0,499000
1987,1010,3,1,1,1958,1,2,0,0,189000
1988,3500,4,4,2,1994,3,2,1,0,799000
1989,2330,4,3,1,1990,0,2,1,0,257000
1990,1890,3,2,1,1957,1,2,1,0,270000
1991,2000,4,2,1,1959,2,2,1,2,453500
1992,1130,3,1,1,1954,0,2,0,0,237000
1993,1670,4,2,1,1947,2,4,0,0,456000
1994,2600,3,2,2,2004,1,2,0,0,355500
1995,1560,4,2,1,1965,0,3,0,0,299950
1996,1170,3,2,1,1919,2,2,0,0,335000
1997,2100,4,2,2,2006,0,2,0,0,268500
1998,1710,3,2,1,1978,1,2,1,0,385000
1999,2420,4,3,2,2005,1,2,0,0,376000
2000,1370,4,2,2,1951,2,2,0,0,605004
2001,2660,4,2,2,1923,2,3,1,0,886000
2002,2260,4,2,2,2003,2,2,0,0,560000
2003,2070,4,2,2,2004,1,2,0,0,343000
2004,4670,4,5,2,1989,3,2,0,0,1415000
2005,1500,3,1,1,1968,1,3,0,0,270000
2006,2658,4,2,2,2014,0,2,0,0,411605
2007,2700,4,2,2,2007,1,2,0,0,550000
2008,1530,3,2,2,2014,2,2,1,0,465000
2009,1480,3,2,2,2007,2,2,1,0,584000
2010,1390,3,3,2,2006,2,2,1,0,275000
2011,1660,3,2,2,2009,2,2,0,0,324500
2012,2050,3,2,2,2011,2,2,0,0,700000
2013,1550,4,1,2,1954,2,2,0,0,385200
2014,1900,4,2,1,1975,0,3,0,0,270000
2015,2820,4,2,2,2013,2,2,1,0,735000
2016,1490,2,2,1,1956,2,2,1,0,389250
2017,1750,3,2,1,1954,3,2,1,0,315000
2018,2040,4,2,2,1990,2,2,0,0,545000
2019,1900,3,2,2,1926,2,2,1,0,550000
2020,1910,3,2,1,1977,3,2,1,0,415000
2021,1560,3,1,1,1953,2,3,0,0,387500
2022,1470,3,2,1,1939,2,3,1,3,432000
2023,2700,3,2,1,1959,0,3,1,3,402000
2024,3450,4,3,2,1960,1,3,1,3,1035000
2025,1970,3,2,1,1967,0,3,1,0,294700
2026,2670,3,2,2,1986,3,2,0,0,744000
2027,2550,3,2,2,1990,3,2,0,0,715000
2028,1720,4,1,2,1904,2,3,0,0,500000
2029,4270,4,4,2,2004,2,2,1,3,1300000
2030,2170,3,2,1,1979,3,2,1,2,1150000
2031,2840,4,2,2,1990,3,2,0,0,650000
2032,3270,4,3,2,1983,0,3,1,0,435000
2033,1480,3,2,1,1974,2,2,0,0,510000
2034,2440,5,3,1,1972,2,3,1,0,525000
2035,2880,4,3,2,1928,2,4,1,0,920000
2036,1730,2,1,1,1962,0,2,1,0,200000
2037,1260,2,1,2,1926,2,4,0,0,435000
2038,2230,4,2,2,1959,3,4,0,0,809950
2039,2460,2,2,2,1936,2,3,1,4,1370000
2040,2050,4,2,1,1959,1,3,1,0,455000
2041,2030,3,2,2,2001,2,2,1,0,471000
2042,810,2,1,1,1948,2,2,0,0,253500
2043,1840,3,1,1,1953,1,3,1,0,185000
2044,1730,3,2,2,1983,3,3,0,0,535500
2045,2280,2,2,1,2002,3,2,0,0,835000
2046,2630,4,2,2,2008,2,2,0,0,589500
2047,2270,3,2,1,1975,1,2,1,0,680000
2048,1020,3,2,2,1953,1,3,0,0,360000
2049,1990,4,2,2,2005,2,2,1,0,595000
2050,2680,4,2,2,1999,0,2,0,0,300000
2051,1980,3,2,2,1926,2,3,1,0,660000
2052,2400,3,2,2,1993,3,2,0,0,570000
2053,780,2,1,1,1943,2,3,0,0,285000
2054,980,3,2,1,1940,2,2,0,0,435000
2055,1210,3,1,1,1918,2,1,0,0,160000
2056,4600,5,2,1,1956,1,2,1,3,805000
2057,1480,3,2,2,2005,2,2,0,0,450000
2058,1320,4,2,1,1954,2,3,0,0,510000
2059,4400,5,3,1,1963,1,4,1,3,1120000
2060,3010,4,4,2,1999,2,2,1,0,1280000
2061,2260,3,2,1,1985,3,2,1,0,539000
2062,1880,4,2,2,1978,1,2,0,0,407193
2063,1370,3,2,1,1983,0,3,0,0,320000
2064,2720,4,3,2,1919,2,4,1,0,739000
2065,1740,2,2,1,1946,2,3,1,0,452000
2066,2560,4,2,2,2001,3,2,0,0,600000
2067,2690,5,2,2,2012,2,2,0,0,279000
2068,3240,4,3,2,2013,3,2,0,0,895000
2069,2430,4,2,2,2008,2,2,0,0,585000
2070,1405,2,2,2,2007,2,2,1,0,405000
2071,3030,5,3,2,2014,3,2,0,0,837219
2072,4150,4,2,2,2014,3,2,0,0,969990
2073,1730,3,3,3,1985,2,2,0,0,490000
2074,3820,6,2,1,1974,2,3,1,0,611000
2075,3070,4,2,2,2006,1,2,0,0,462000
2076,1780,4,2,2,1994,2,2,0,0,540000
2077,1811,4,2,2,2007,1,2,0,0,260000
2078,2450,4,2,2,1976,3,2,0,0,510000
2079,2300,3,2,2,2001,2,2,0,0,567500
2080,1440,2,1,1,1915,2,2,1,0,445000
2081,2370,4,2,2,1979,3,3,0,0,684680
2082,4420,4,3,2,2001,3,2,1,4,2700000
2083,1300,3,1,2,1927,2,2,0,0,455000
2084,2870,5,3,2,2007,2,2,1,0,540000
2085,3400,3,3,2,2009,1,2,1,2,530000
2086,1410,3,1,1,1956,2,3,1,0,410000
2087,1640,3,2,1,1940,2,2,1,0,450000
2088,3190,4,2,2,2006,1,2,0,0,609900
2089,2380,4,2,2,1992,2,2,0,0,648000
2090,2260,3,2,2,2005,3,2,0,0,550000
2091,1240,3,2,1,1978,3,3,0,0,347000
2092,4220,5,4,1,1958,3,2,1,0,1635000
2093,4250,4,2,2,1972,3,3,1,2,1339000
2094,1860,3,2,1,1963,0,2,1,0,288350
2095,2850,3,2,1,1954,3,3,1,0,1150000
2096,2470,3,3,2,1980,2,3,0,0,525000
2097,2210,3,2,2,1969,0,3,0,0,250250
2098,1920,4,2,1,1975,1,3,1,0,341000
2099,3150,4,3,2,2000,3,2,0,0,700000
2100,2700,4,2,2,1968,1,3,0,0,390000
2101,2190,3,2,1,1963,1,3,1,1,539950
2102,1380,2,2,3,2006,2,2,0,0,552000
2103,2520,5,2,2,1928,1,3,1,0,250000
2104,1300,3,2,1,1963,3,3,0,0,502000
2105,2220,4,2,2,1964,1,3,0,3,480000
2106,730,2,1,1,1946,2,2,0,0,378500
2107,3300,4,3,2,1985,3,4,0,0,1350000
2108,4130,4,3,2,1978,3,2,0,0,1900000
2109,2670,3,2,2,1981,3,2,0,3,605000
2110,1980,4,2,2,2003,0,2,0,0,307550
2111,740,2,1,1,1949,2,3,0,0,304700
2112,2050,3,2,1,1977,2,3,1,0,568000
2113,1230,3,2,1,1987,2,2,0,0,385000
2114,1210,3,2,3,2008,2,2,0,0,345000
2115,1890,3,2,1,1973,2,3,1,0,435000
2116,1870,2,2,1,2003,3,2,0,0,579000
2117,1330,3,2,1,1998,0,2,0,0,236000
2118,1590,3,2,1,1974,1,3,0,0,305100
2119,1710,3,2,1,1958,1,3,0,0,368000
2120,1200,2,1,1,1917,0,4,0,2,255000
2121,1140,2,1,1,1942,2,2,0,0,400000
2122,2240,3,2,1,1948,2,2,1,0,440000
2123,920,2,1,1,1919,2,2,0,0,417000
2124,800,2,1,1,1906,2,2,0,0,435000
2125,1980,4,3,1,1952,2,4,0,0,475000
2126,2800,4,2,2,2001,1,2,0,0,563500
2127,1680,3,2,2,1987,0,2,0,0,285000
2128,2330,4,2,2,1998,1,2,0,0,471000
2129,2240,4,2,2,1965,3,3,0,0,500000
2130,2140,3,2,2,1991,3,2,0,0,640000
2131,2170,4,2,2,1992,1,2,0,0,442500
2132,1150,3,2,1,1963,1,3,0,0,213400
2133,2030,4,2,2,1926,2,3,1,0,831000
2134,1350,3,2,1,1986,1,2,0,0,325000
2135,910,2,1,1,1905,2,3,0,0,425000
2136,2700,4,2,1,1968,2,3,1,0,550000
2137,3730,4,4,2,1991,0,2,1,2,599950
2138,2740,4,2,2,1984,3,2,0,0,1225000
2139,2050,4,3,2,1987,2,3,1,0,750000
2140,2390,4,3,2,1974,1,2,0,0,290000
2141,1990,4,3,1,1999,0,2,1,0,270000
2142,1300,4,2,1,1969,0,3,0,0,229950
2143,1330,3,1,1,1948,0,2,0,0,234999
2144,1000,2,1,1,1960,1,2,0,0,265000
2145,2190,4,3,2,1993,0,2,0,0,367300
2146,1380,3,2,2,1900,2,2,0,0,550000
2147,2610,4,2,2,1988,3,2,0,0,743700
2148,1060,2,2,2,2008,2,2,1,0,352750
2149,710,2,1,2,1943,2,3,0,0,403950
2150,2730,4,2,2,1909,2,4,1,0,980000
2151,2470,4,2,2,1937,2,2,0,2,585000
2152,1760,3,2,1,1977,3,2,0,0,554000
2153,1530,3,2,2,1998,3,2,0,0,546000
2154,1610,2,2,2,1948,2,1,0,0,280000
2155,1030,2,2,1,1938,2,3,0,0,212500
2156,2800,4,2,2,1999,1,2,0,0,739000
2157,1310,3,2,1,1986,2,2,1,0,428000
2158,3160,4,2,1,1981,3,3,0,0,965000
2159,2500,3,3,2,1997,0,2,0,0,364900
2160,2070,3,2,1,1948,2,3,1,0,559000
2161,1980,4,2,1,1978,0,1,1,0,213000
2162,2590,3,2,2,2004,2,2,0,0,620000
2163,1910,4,1,2,1934,2,2,0,0,240000
2164,2630,3,2,1,1967,3,3,1,0,852500
2165,2630,3,2,2,2004,1,2,0,0,600000
2166,1960,3,2,2,2006,2,2,0,0,410000
2167,1440,3,2,2,1977,1,2,0,0,328000
2168,2210,3,2,1,1958,3,2,1,0,625000
2169,2350,4,2,2,1994,3,3,0,0,649950
2170,1590,3,1,2,1944,1,2,0,0,235000
2171,1500,3,4,2,2004,2,2,1,0,489000
2172,1900,3,2,2,2005,3,2,0,0,536000
2173,2370,4,4,2,2013,1,2,0,0,400000
2174,1720,3,2,2,2004,2,2,1,0,398000
2175,2020,4,2,1,1960,1,3,0,0,379000
2176,1340,2,2,2,2008,2,2,1,0,345000
2177,1800,3,2,2,2011,2,2,0,0,365000
2178,1480,3,2,2,2010,2,2,1,0,315000
2179,2750,4,2,2,1916,2,4,1,0,571000
2180,3760,5,4,2,1983,2,2,0,0,1025000
